"","X1","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","bright_t31","frp","res_mini_k$cluster"
"1796",30766,-39.693,-72.654,304.9,1.2,1.1,2005-03-29,1902,"Aqua","MODIS",60,291.4,7.5,12
"1797",30767,-39.406,-72.02,317.1,1.3,1.1,2005-03-29,1903,"Aqua","MODIS",76,288.7,21,43
"1798",30768,-39.408,-72.034,385.7,1.3,1.1,2005-03-29,1903,"Aqua","MODIS",100,296,250.1,43
"1799",30769,-39.421,-72.335,304,1.2,1.1,2005-03-29,1903,"Aqua","MODIS",36,289.1,6.6,81
"1800",30770,-39.49,-72.97,314.6,1.1,1.1,2005-03-29,1903,"Aqua","MODIS",75,291.6,15.1,2
"1801",30771,-39.492,-72.983,326.2,1.1,1.1,2005-03-29,1903,"Aqua","MODIS",84,293.7,28.8,2
"1802",30772,-39.188,-72.473,308.7,1.2,1.1,2005-03-29,1903,"Aqua","MODIS",65,294,8.4,83
"1803",30773,-39.274,-73.163,318,1.1,1.1,2005-03-29,1903,"Aqua","MODIS",78,295.5,18.3,65
"1804",30774,-39.165,-72.587,308,1.2,1.1,2005-03-29,1903,"Aqua","MODIS",63,295.7,7.1,91
"1805",30775,-39.262,-73.152,305.1,1.1,1.1,2005-03-29,1903,"Aqua","MODIS",19,292,6,65
"1806",30776,-39.264,-73.165,314,1.1,1.1,2005-03-29,1903,"Aqua","MODIS",73,293.5,13.6,65
"1807",30777,-39.126,-72.541,312.1,1.2,1.1,2005-03-29,1903,"Aqua","MODIS",70,296.8,10.1,11
"1808",30778,-39.129,-72.555,350.2,1.2,1.1,2005-03-29,1903,"Aqua","MODIS",96,298.1,78.5,11
"1809",30779,-39.021,-72.127,308.9,1.3,1.1,2005-03-29,1903,"Aqua","MODIS",61,293.4,9.2,67
"1810",30780,-39.024,-72.141,322.6,1.3,1.1,2005-03-29,1903,"Aqua","MODIS",80,295.7,25.7,67
"1811",30781,-39.065,-72.369,336.3,1.2,1.1,2005-03-29,1903,"Aqua","MODIS",89,295,47.3,74
"1812",30782,-38.995,-72.042,309.3,1.3,1.1,2005-03-29,1903,"Aqua","MODIS",58,296.1,8.3,30
"1813",30783,-39.055,-72.362,306.2,1.2,1.1,2005-03-29,1903,"Aqua","MODIS",50,296.1,6.1,74
"1814",30784,-39.057,-72.376,309.2,1.2,1.1,2005-03-29,1903,"Aqua","MODIS",62,295.1,8.6,74
"1815",30785,-38.958,-71.997,341.1,1.3,1.1,2005-03-29,1903,"Aqua","MODIS",91,296.6,61.7,30
"1816",30786,-38.961,-72.012,323.4,1.3,1.1,2005-03-29,1903,"Aqua","MODIS",80,296.6,26.2,30
"1817",30787,-38.964,-72.439,310.5,1.2,1.1,2005-03-29,1903,"Aqua","MODIS",64,296.9,9.8,28
"1818",30789,-38.974,-72.554,322.1,1.2,1.1,2005-03-29,1903,"Aqua","MODIS",79,295.1,23.6,58
"1819",30792,-38.988,-72.809,328.5,1.2,1.1,2005-03-29,1903,"Aqua","MODIS",85,297.1,30.7,75
"1820",30890,-39.347,-72.78,303.9,1.1,1.1,2005-03-31,335,"Terra","MODIS",58,278.7,11.9,21
"1821",30891,-39.222,-73.107,305.5,1.2,1.1,2005-03-31,335,"Terra","MODIS",65,278.6,13.8,65
"1822",30900,-40.478,-73.217,308,1,1,2005-03-31,1850,"Aqua","MODIS",58,291.4,6.4,5
"1823",30901,-40.472,-73.224,302.6,1,1,2005-03-31,1850,"Aqua","MODIS",29,289.1,3.9,5
"1824",30902,-39.266,-73.156,326.4,1,1,2005-03-31,1850,"Aqua","MODIS",58,286.1,22.6,65
"1825",30903,-39.168,-72.543,320.4,1,1,2005-03-31,1850,"Aqua","MODIS",57,291.1,15.8,11
"1826",30904,-39.257,-73.158,312.4,1,1,2005-03-31,1850,"Aqua","MODIS",35,287.3,9.8,65
"1827",30905,-39.078,-72.131,345.4,1,1,2005-03-31,1850,"Aqua","MODIS",71,278,54,70
"1828",30950,-38.973,-73.231,305.3,1.8,1.3,2005-04-01,1522,"Terra","MODIS",61,289.5,15.9,60
"1829",30961,-40.422,-73.067,302.1,2.8,1.6,2005-04-01,1933,"Aqua","MODIS",51,291.3,15.5,48
"1830",30962,-39.636,-73.016,303,2.9,1.6,2005-04-01,1933,"Aqua","MODIS",25,292.1,17.7,71
"1831",30963,-39.638,-73.019,302.4,2.9,1.6,2005-04-01,1933,"Aqua","MODIS",43,292.3,17.1,71
"1832",30964,-39.148,-72.32,306.9,3.3,1.7,2005-04-01,1933,"Aqua","MODIS",64,292.2,38.7,69
"1833",30965,-39.14,-72.328,303.3,3.3,1.7,2005-04-01,1933,"Aqua","MODIS",45,291.5,23.2,69
"1834",30966,-38.978,-73.226,312.3,3,1.6,2005-04-01,1933,"Aqua","MODIS",62,289.8,48.7,60
"1835",30968,-38.958,-73.271,316.9,2.9,1.6,2005-04-01,1933,"Aqua","MODIS",77,291,67,60
"1836",30969,-38.966,-73.304,310.4,2.9,1.6,2005-04-01,1933,"Aqua","MODIS",17,290.6,39.5,60
"1837",30970,-38.981,-73.23,315.1,3,1.6,2005-04-01,1933,"Aqua","MODIS",32,290.1,56.1,60
"1838",30992,-39.306,-72.28,303.3,1.5,1.2,2005-04-02,323,"Terra","MODIS",54,284,16.2,41
"1839",31040,-40.411,-72.735,304,1.2,1.1,2005-04-02,1838,"Aqua","MODIS",58,292.7,5.8,3
"1840",31041,-40.435,-73.496,303,1.2,1.1,2005-04-02,1838,"Aqua","MODIS",52,289.6,8.1,68
"1841",31042,-40.317,-72.894,319.2,1.2,1.1,2005-04-02,1838,"Aqua","MODIS",79,294.1,18.2,39
"1842",31043,-40.319,-72.908,310.8,1.2,1.1,2005-04-02,1838,"Aqua","MODIS",66,295.2,9.3,39
"1843",31044,-40.323,-73.123,311.1,1.2,1.1,2005-04-02,1838,"Aqua","MODIS",71,296.5,10.5,99
"1844",31045,-40.261,-72.933,323.4,1.2,1.1,2005-04-02,1838,"Aqua","MODIS",82,295.3,24,16
"1845",31046,-40.263,-72.947,321.8,1.2,1.1,2005-04-02,1838,"Aqua","MODIS",81,296.3,21.9,16
"1846",31047,-40.09,-72.767,363.8,1.2,1.1,2005-04-02,1838,"Aqua","MODIS",100,296.6,118,78
"1847",31048,-40.091,-72.781,313.5,1.2,1.1,2005-04-02,1838,"Aqua","MODIS",74,293.7,13,78
"1848",31049,-40.135,-73.156,309.9,1.2,1.1,2005-04-02,1838,"Aqua","MODIS",69,291.8,11.7,88
"1849",31050,-40.123,-73.144,349.8,1.2,1.1,2005-04-02,1838,"Aqua","MODIS",96,290.2,79.9,88
"1850",31051,-40.125,-73.158,442.6,1.2,1.1,2005-04-02,1838,"Aqua","MODIS",100,313,808.8,88
"1851",31052,-40.126,-73.172,341.4,1.2,1.1,2005-04-02,1838,"Aqua","MODIS",92,294.6,59.1,88
"1852",31053,-40.115,-73.16,305.8,1.2,1.1,2005-04-02,1838,"Aqua","MODIS",48,289.3,8.7,88
"1853",31054,-39.999,-72.53,304.3,1.1,1.1,2005-04-02,1838,"Aqua","MODIS",49,292.9,6,46
"1854",31055,-39.99,-72.531,304,1.1,1.1,2005-04-02,1838,"Aqua","MODIS",34,294,6.1,46
"1855",31056,-39.98,-72.533,303.1,1.1,1.1,2005-04-02,1838,"Aqua","MODIS",35,291.4,5.7,46
"1856",31057,-39.728,-72.629,333.9,1.1,1.1,2005-04-02,1838,"Aqua","MODIS",89,294.1,39.8,12
"1857",31058,-39.73,-72.643,314.5,1.1,1.1,2005-04-02,1838,"Aqua","MODIS",75,293.8,14.2,12
"1858",31059,-39.404,-72.03,304.9,1.1,1,2005-04-02,1838,"Aqua","MODIS",59,292.1,6.9,43
"1859",31060,-39.486,-72.986,307.5,1.2,1.1,2005-04-02,1838,"Aqua","MODIS",66,293.9,8.7,2
"1860",31061,-39.356,-71.996,301,1.1,1,2005-04-02,1838,"Aqua","MODIS",20,290.7,3.6,43
"1861",31062,-39.371,-72.698,302.2,1.1,1.1,2005-04-02,1838,"Aqua","MODIS",17,292.1,4.8,22
"1862",31063,-39.372,-72.711,305.2,1.1,1.1,2005-04-02,1838,"Aqua","MODIS",52,291.4,6.6,22
"1863",31064,-39.309,-72.271,304.7,1.1,1,2005-04-02,1838,"Aqua","MODIS",39,293.1,5.8,41
"1864",31065,-39.311,-72.284,305.6,1.1,1,2005-04-02,1838,"Aqua","MODIS",49,291.9,6.8,41
"1865",31066,-39.363,-72.713,307.7,1.1,1.1,2005-04-02,1838,"Aqua","MODIS",65,291.9,8.9,22
"1866",31067,-39.298,-72.498,328,1.1,1.1,2005-04-02,1838,"Aqua","MODIS",85,296.1,28.2,4
"1867",31068,-39.261,-72.473,312.5,1.1,1,2005-04-02,1838,"Aqua","MODIS",72,297.7,10.7,4
"1868",31069,-39.251,-72.796,303.9,1.1,1.1,2005-04-02,1838,"Aqua","MODIS",57,291.7,6.3,21
"1869",31070,-39.18,-72.627,307.2,1.1,1.1,2005-04-02,1838,"Aqua","MODIS",47,294.7,5.4,91
"1870",31071,-39.181,-72.641,323.7,1.1,1.1,2005-04-02,1838,"Aqua","MODIS",82,296.4,22.4,91
"1871",31072,-39.108,-72.13,311.7,1.1,1,2005-04-02,1838,"Aqua","MODIS",67,293.2,11,70
"1872",31073,-39.11,-72.143,306.2,1.1,1,2005-04-02,1838,"Aqua","MODIS",44,291.3,6.5,70
"1873",31074,-39.039,-72.23,307.7,1.1,1,2005-04-02,1838,"Aqua","MODIS",58,296,5.1,44
"1874",31075,-39.04,-72.243,351.7,1.1,1,2005-04-02,1838,"Aqua","MODIS",96,301.2,70.4,44
"1875",31076,-39.042,-72.255,329.8,1.1,1,2005-04-02,1838,"Aqua","MODIS",86,303,28.4,44
"1876",31077,-39.031,-72.244,354.7,1.1,1,2005-04-02,1838,"Aqua","MODIS",98,299.6,78,44
"1877",31078,-39.032,-72.257,338.5,1.1,1,2005-04-02,1838,"Aqua","MODIS",91,299.5,42.4,44
"1878",31079,-39.102,-73.168,309.5,1.2,1.1,2005-04-02,1838,"Aqua","MODIS",67,295.8,8.4,63
"1879",31080,-38.955,-72.291,311.3,1.1,1,2005-04-02,1838,"Aqua","MODIS",66,295.3,7.5,82
"1880",31081,-38.957,-72.303,315,1.1,1,2005-04-02,1838,"Aqua","MODIS",72,297.8,10.7,82
"1881",31082,-39.011,-73.163,317.6,1.2,1.1,2005-04-02,1838,"Aqua","MODIS",76,296.9,16.4,60
"1882",31083,-39.013,-73.176,347,1.2,1.1,2005-04-02,1838,"Aqua","MODIS",95,298.4,68.2,60
"1883",31085,-38.972,-72.91,348.8,1.1,1.1,2005-04-02,1838,"Aqua","MODIS",95,300,67,23
"1884",31086,-38.973,-72.923,313,1.1,1.1,2005-04-02,1838,"Aqua","MODIS",69,297.9,8.6,23
"1885",31088,-38.962,-72.912,314.4,1.1,1.1,2005-04-02,1838,"Aqua","MODIS",72,298.4,10.2,23
"1886",31328,-39.488,-72.302,302.2,1,1,2005-04-09,1844,"Aqua","MODIS",51,288.5,5.9,81
"1887",31329,-39.49,-72.313,303,1,1,2005-04-09,1844,"Aqua","MODIS",55,285.9,6.5,81
"1888",31330,-39.059,-72.25,300.3,1,1,2005-04-09,1844,"Aqua","MODIS",24,289.5,3.1,44
"1889",31445,-39.487,-72.301,300.2,1.2,1.1,2005-04-12,1504,"Terra","MODIS",31,288.4,6.4,81
"1890",31454,-40.466,-73.077,301.9,1.5,1.2,2005-04-12,1914,"Aqua","MODIS",49,291.9,6.5,48
"1891",31455,-40.47,-73.094,303.6,1.5,1.2,2005-04-12,1914,"Aqua","MODIS",56,292.2,8.1,48
"1892",31456,-40.241,-72.764,315.1,1.6,1.2,2005-04-12,1914,"Aqua","MODIS",75,292.1,25.6,26
"1893",31457,-40.144,-73.036,301.2,1.5,1.2,2005-04-12,1914,"Aqua","MODIS",45,287.5,10.2,57
"1894",31458,-38.985,-72.79,312.1,1.7,1.3,2005-04-12,1915,"Aqua","MODIS",72,295.1,19.6,75
"1895",31529,-39.159,-72.618,305.8,1.9,1.4,2005-04-13,1820,"Aqua","MODIS",62,291.6,15.1,91
"1896",31530,-38.974,-73.028,304.8,2,1.4,2005-04-13,1820,"Aqua","MODIS",60,292.2,16.1,52
"1897",31531,-38.973,-73.035,307.7,2,1.4,2005-04-13,1820,"Aqua","MODIS",65,292.3,20,52
"1898",31604,-39.831,-73.197,305.9,1,1,2005-04-14,347,"Terra","MODIS",66,277.5,11.3,72
"1899",31636,-38.945,-71.695,307.1,1.3,1.1,2005-04-14,1903,"Aqua","MODIS",65,278.8,16.4,95
"1900",31637,-38.947,-71.71,300,1.3,1.1,2005-04-14,1903,"Aqua","MODIS",23,277.6,10.1,95
"1901",31804,-39.734,-72.663,310.3,1,1,2005-04-16,1850,"Aqua","MODIS",70,289,9.3,12
"1902",31805,-39.505,-72.357,310.5,1,1,2005-04-16,1850,"Aqua","MODIS",70,288.8,10.2,81
"1903",31806,-39.506,-72.369,302.6,1,1,2005-04-16,1850,"Aqua","MODIS",53,289.4,5,34
"1904",31807,-39.322,-72.541,302.5,1,1,2005-04-16,1850,"Aqua","MODIS",53,291.7,4.5,38
"1905",31808,-39.356,-72.774,300.6,1,1,2005-04-16,1850,"Aqua","MODIS",28,287.7,4.3,19
"1906",31809,-39.357,-72.785,300.2,1,1,2005-04-16,1850,"Aqua","MODIS",20,288.3,4.1,21
"1907",31810,-39.294,-72.608,303.3,1,1,2005-04-16,1850,"Aqua","MODIS",55,289.7,5.7,6
"1908",31811,-39.145,-72.483,305.2,1,1,2005-04-16,1850,"Aqua","MODIS",57,292.8,4.8,83
"1909",31812,-38.965,-72.941,305.2,1,1,2005-04-16,1850,"Aqua","MODIS",61,292.9,4.6,23
"1910",31813,-39.003,-73.207,304.4,1,1,2005-04-16,1850,"Aqua","MODIS",59,289.4,5.3,60
"1911",31814,-39.005,-73.218,319.8,1,1,2005-04-16,1850,"Aqua","MODIS",80,291.7,17,60
"1912",31966,-40.299,-72.837,303,1.2,1.1,2005-04-18,1838,"Aqua","MODIS",54,291.5,5.8,39
"1913",31967,-40.234,-72.625,311.7,1.1,1.1,2005-04-18,1838,"Aqua","MODIS",72,292.1,12.6,9
"1914",31968,-39.833,-73.187,300.6,1.2,1.1,2005-04-18,1838,"Aqua","MODIS",14,288,5.5,72
"1915",31969,-39.834,-73.202,323.8,1.2,1.1,2005-04-18,1838,"Aqua","MODIS",83,290.5,28.2,72
"1916",31970,-39.523,-72.954,310.4,1.2,1.1,2005-04-18,1838,"Aqua","MODIS",70,289.9,11.6,2
"1917",31971,-39.513,-72.956,351.4,1.2,1.1,2005-04-18,1838,"Aqua","MODIS",96,290.1,81,2
"1918",32026,-40.489,-73.161,307,1.8,1.3,2005-04-19,1920,"Aqua","MODIS",63,286,19.4,55
"1919",32027,-40.325,-72.717,306.4,1.9,1.4,2005-04-19,1920,"Aqua","MODIS",63,286.8,21.4,9
"1920",32028,-39.987,-72.891,304.7,1.9,1.4,2005-04-19,1921,"Aqua","MODIS",60,284.7,20.6,35
"1921",32029,-39.992,-72.915,321.2,1.9,1.4,2005-04-19,1921,"Aqua","MODIS",81,284.3,54.2,35
"1922",32030,-39.518,-72.947,304.3,2,1.4,2005-04-19,1921,"Aqua","MODIS",58,287.5,16.5,2
"1923",32031,-39.112,-72.926,303.3,2,1.4,2005-04-19,1921,"Aqua","MODIS",52,287.7,16.2,23
"1924",32032,-39.105,-72.909,304.7,2,1.4,2005-04-19,1921,"Aqua","MODIS",56,289.3,17.5,23
"1925",32087,-39.47,-72.818,311.9,1.6,1.3,2005-04-20,1826,"Aqua","MODIS",72,290.2,24,19
"1926",32088,-39.471,-72.837,303,1.6,1.3,2005-04-20,1826,"Aqua","MODIS",54,287.3,12.6,19
"1927",32206,-39.351,-72.364,303.9,1.4,1.2,2005-04-21,1908,"Aqua","MODIS",57,287.2,10.9,86
"1928",32207,-39.354,-72.381,312,1.4,1.2,2005-04-21,1908,"Aqua","MODIS",72,287.8,20,86
"1929",32208,-39.348,-72.78,303.8,1.4,1.2,2005-04-21,1908,"Aqua","MODIS",57,285.6,12,21
"1930",32209,-39.241,-72.509,307.4,1.4,1.2,2005-04-21,1908,"Aqua","MODIS",65,287.4,12.8,4
"1931",32210,-39.235,-72.501,305.4,1.4,1.2,2005-04-21,1908,"Aqua","MODIS",61,287.2,11.8,4
"1932",32211,-39.282,-72.99,303.2,1.3,1.1,2005-04-21,1909,"Aqua","MODIS",55,287.1,11.1,65
"1933",32354,-39.253,-73.207,314.1,1.1,1,2005-04-23,1446,"Terra","MODIS",56,287.5,15.7,65
"1934",32355,-40.377,-73.456,312.2,1.1,1,2005-04-23,1446,"Terra","MODIS",63,278.6,14.4,68
"1935",32356,-40.38,-73.444,326.8,1.1,1,2005-04-23,1446,"Terra","MODIS",74,280,29.6,68
"1936",32357,-40.389,-73.446,353.8,1.1,1,2005-04-23,1446,"Terra","MODIS",97,286,80,68
"1937",32370,-40.374,-72.834,304.8,1,1,2005-04-23,1856,"Aqua","MODIS",60,288.3,7.5,39
"1938",32371,-40.147,-73.039,301.5,1,1,2005-04-23,1856,"Aqua","MODIS",47,283.2,6.8,57
"1939",32372,-39.997,-73.265,349.6,1,1,2005-04-23,1856,"Aqua","MODIS",96,286.4,64.9,88
"1940",32373,-39.998,-73.276,336.9,1,1,2005-04-23,1856,"Aqua","MODIS",90,287.8,41.2,88
"1941",32374,-39.103,-72.406,308,1.1,1,2005-04-23,1856,"Aqua","MODIS",66,291.7,8.7,64
"1942",32375,-39.105,-72.419,304.9,1.1,1,2005-04-23,1856,"Aqua","MODIS",60,291.6,6.4,64
"1943",32377,-38.965,-73.094,301,1,1,2005-04-23,1856,"Aqua","MODIS",44,289.6,5,52
"1944",32439,-39.309,-73.184,301.6,2.3,1.5,2005-04-24,1529,"Terra","MODIS",36,287.1,20.9,65
"1945",32447,-39.172,-72.312,304.7,1,1,2005-04-24,601,"Aqua","MODIS",61,279.8,10.4,69
"1946",32448,-39.37,-72.868,303.5,3.8,1.8,2005-04-24,1801,"Aqua","MODIS",32,287.2,44.6,21
"1947",32449,-39.363,-72.832,304.2,3.8,1.8,2005-04-24,1801,"Aqua","MODIS",58,286.2,48.9,21
"1948",32450,-39.345,-72.787,304.2,3.8,1.8,2005-04-24,1801,"Aqua","MODIS",50,286.2,46.8,21
"1949",32451,-39.274,-73.166,301.9,4,1.9,2005-04-24,1801,"Aqua","MODIS",22,287.9,37.6,65
"1950",32452,-39.272,-73.17,302.5,4,1.9,2005-04-24,1801,"Aqua","MODIS",40,288.1,43.9,65
"1951",32480,-39.362,-72.824,310.1,3.7,1.8,2005-04-24,1939,"Aqua","MODIS",29,286.6,75.8,21
"1952",32493,-39.405,-72.027,350.8,1.2,1.1,2005-04-25,329,"Terra","MODIS",100,285.5,91.7,43
"1953",32494,-39.406,-72.042,331.7,1.2,1.1,2005-04-25,329,"Terra","MODIS",100,284.5,47,43
"1954",32495,-39.369,-72.824,301.5,1.3,1.1,2005-04-25,329,"Terra","MODIS",37,277.7,11.5,21
"1955",32496,-39.36,-72.842,309,1.3,1.1,2005-04-25,329,"Terra","MODIS",76,278.2,18.7,21
"1956",32561,-38.986,-72.408,300.7,1.3,1.1,2005-04-25,1434,"Terra","MODIS",41,290,5.8,28
"1957",32562,-39.738,-72.957,305.7,1.4,1.2,2005-04-25,1434,"Terra","MODIS",62,284.5,14.3,7
"1958",32563,-40.168,-72.835,319.5,1.3,1.1,2005-04-25,1434,"Terra","MODIS",79,287.2,28.4,26
"1959",32564,-40.271,-73.126,307.1,1.4,1.2,2005-04-25,1434,"Terra","MODIS",65,286.7,14.1,15
"1960",32580,-39.394,-72.045,301,3.4,1.7,2005-04-25,506,"Aqua","MODIS",37,283,47.3,43
"1961",32581,-39.406,-71.998,312.7,3.4,1.7,2005-04-25,506,"Aqua","MODIS",85,282,94.4,43
"1962",32582,-39.401,-72.001,310.3,3.4,1.7,2005-04-25,506,"Aqua","MODIS",76,281.9,82.2,43
"1963",32583,-39.366,-72.826,304.7,3.8,1.8,2005-04-25,506,"Aqua","MODIS",61,277,70.9,21
"1964",32584,-39.357,-72.824,303.2,3.8,1.8,2005-04-25,506,"Aqua","MODIS",54,278.1,64.6,21
"1965",32585,-39.398,-72.026,309,4.2,1.9,2005-04-25,644,"Aqua","MODIS",64,283.5,95.5,43
"1966",32586,-39.4,-72.03,307.1,4.2,1.9,2005-04-25,644,"Aqua","MODIS",51,283.5,91.1,43
"1967",32599,-40.229,-72.711,309.1,1,1,2005-04-25,1844,"Aqua","MODIS",68,291.8,8.6,9
"1968",32600,-40.171,-72.832,317.4,1,1,2005-04-25,1844,"Aqua","MODIS",78,294.2,14.4,26
"1969",32601,-40.173,-72.844,312.2,1,1,2005-04-25,1844,"Aqua","MODIS",72,293.5,9.9,26
"1970",32602,-40.162,-72.834,309.9,1,1,2005-04-25,1844,"Aqua","MODIS",25,295,7.6,26
"1971",32603,-40.134,-72.764,304,1,1,2005-04-25,1844,"Aqua","MODIS",58,293.5,4.8,26
"1972",32604,-40.149,-73.027,300.7,1.1,1,2005-04-25,1844,"Aqua","MODIS",40,289.3,5.1,57
"1973",32605,-40.15,-73.04,307.7,1.1,1,2005-04-25,1844,"Aqua","MODIS",66,291.7,9.7,57
"1974",32606,-39.901,-72.72,320,1,1,2005-04-25,1844,"Aqua","MODIS",80,293,18.2,80
"1975",32607,-39.903,-72.732,311.3,1,1,2005-04-25,1844,"Aqua","MODIS",71,294,10.6,80
"1976",32608,-39.838,-72.672,303.6,1,1,2005-04-25,1844,"Aqua","MODIS",50,292.6,4.3,98
"1977",32609,-39.753,-72.585,325.9,1,1,2005-04-25,1844,"Aqua","MODIS",84,291.3,24,12
"1978",32610,-39.727,-72.529,313.9,1,1,2005-04-25,1844,"Aqua","MODIS",74,294.1,12.2,29
"1979",32611,-39.729,-72.541,311.3,1,1,2005-04-25,1844,"Aqua","MODIS",71,294.8,10,29
"1980",32612,-39.73,-72.553,313.6,1,1,2005-04-25,1844,"Aqua","MODIS",74,292.7,12.1,29
"1981",32613,-39.732,-72.565,318.7,1,1,2005-04-25,1844,"Aqua","MODIS",79,293.2,16.6,29
"1982",32614,-39.576,-72.489,308.3,1,1,2005-04-25,1844,"Aqua","MODIS",67,294,7.9,34
"1983",32615,-39.612,-72.978,307.5,1,1,2005-04-25,1844,"Aqua","MODIS",66,291.3,7.2,71
"1984",32616,-39.614,-72.991,309.8,1,1,2005-04-25,1844,"Aqua","MODIS",69,291.8,8.8,71
"1985",32617,-39.604,-72.993,304.9,1,1,2005-04-25,1844,"Aqua","MODIS",25,292.5,5.1,71
"1986",32618,-39.426,-72.332,302.8,1,1,2005-04-25,1844,"Aqua","MODIS",50,288.9,5.2,81
"1987",32619,-39.428,-72.343,301.8,1,1,2005-04-25,1844,"Aqua","MODIS",44,288.6,4.8,81
"1988",32620,-39.463,-72.754,327.7,1,1,2005-04-25,1844,"Aqua","MODIS",85,294.6,25.9,19
"1989",32621,-39.465,-72.766,311.7,1,1,2005-04-25,1844,"Aqua","MODIS",72,293.8,9.8,19
"1990",32622,-39.348,-72.369,321.6,1,1,2005-04-25,1844,"Aqua","MODIS",81,291.3,18.8,86
"1991",32623,-39.35,-72.381,323.5,1,1,2005-04-25,1844,"Aqua","MODIS",82,291.2,20.9,86
"1992",32624,-39.335,-72.598,310.4,1,1,2005-04-25,1844,"Aqua","MODIS",70,292.4,9.9,22
"1993",32625,-39.279,-72.39,302.7,1,1,2005-04-25,1844,"Aqua","MODIS",53,292.6,3.8,86
"1994",32626,-39.24,-72.65,305,1,1,2005-04-25,1844,"Aqua","MODIS",50,292.6,5.3,6
"1995",32627,-39.28,-73.1,322.4,1,1,2005-04-25,1844,"Aqua","MODIS",82,292.8,20.7,65
"1996",32628,-39.282,-73.112,307.1,1,1,2005-04-25,1844,"Aqua","MODIS",65,291.5,7.1,65
"1997",32629,-39.182,-72.431,315.6,1,1,2005-04-25,1844,"Aqua","MODIS",76,294.8,12.2,83
"1998",32630,-39.184,-72.442,328.4,1,1,2005-04-25,1844,"Aqua","MODIS",86,295.9,25.6,83
"1999",32631,-39.082,-72.715,334.6,1,1,2005-04-25,1844,"Aqua","MODIS",89,293.2,36,53
"2000",32632,-39.084,-72.726,305,1,1,2005-04-25,1844,"Aqua","MODIS",60,290.9,6,20
"2001",32633,-39.058,-72.592,313,1,1,2005-04-25,1844,"Aqua","MODIS",73,292.1,10,58
"2002",32634,-38.973,-72.309,312,1,1,2005-04-25,1844,"Aqua","MODIS",72,293.6,8.9,82
"2003",32635,-39.013,-72.749,309.6,1,1,2005-04-25,1844,"Aqua","MODIS",69,294.8,7.4,75
"2004",32638,-38.976,-73.233,323.4,1,1,2005-04-25,1844,"Aqua","MODIS",82,295.8,20.4,60
"2005",32750,-39.727,-72.551,306.1,1.7,1.3,2005-04-26,1517,"Terra","MODIS",63,288.9,17,29
"2006",32751,-40.135,-72.929,301.4,1.6,1.2,2005-04-26,1517,"Terra","MODIS",47,287.3,9.5,35
"2007",32752,-40.508,-73.036,306.1,1.6,1.2,2005-04-26,1517,"Terra","MODIS",63,288.2,15.5,45
"2008",32761,-39.424,-72.343,305,2.6,1.6,2005-04-26,1927,"Aqua","MODIS",60,288.4,27.4,81
"2009",32804,-39.26,-73.156,300.7,1.6,1.2,2005-04-28,1914,"Aqua","MODIS",40,279.9,10.3,65
"2010",32828,-39.09,-72.604,315.2,1.9,1.4,2005-04-29,1819,"Aqua","MODIS",66,277.2,41,53
"2011",32878,-39.286,-72.6,308.9,1,1,2005-04-30,347,"Terra","MODIS",76,276.9,13,6
"2012",32879,-39.288,-72.612,304.4,1,1,2005-04-30,347,"Terra","MODIS",60,277.1,10.2,6
"2013",32933,-39.95,-73.089,304.7,1,1,2005-04-30,1452,"Terra","MODIS",60,282.2,9.1,27
"2014",32935,-39.286,-72.602,302,2,1.4,2005-04-30,524,"Aqua","MODIS",46,278.2,24.6,6
"2015",32936,-39.727,-72.525,303.4,1.2,1.1,2005-04-30,1902,"Aqua","MODIS",56,277.9,10,29
"2016",32937,-39.446,-71.595,301.9,1.3,1.1,2005-04-30,1902,"Aqua","MODIS",50,280.5,8.7,77
"2017",32938,-39.447,-71.586,305.2,1.3,1.1,2005-04-30,1902,"Aqua","MODIS",61,279.8,11.3,77
"2018",32939,-39.248,-71.414,301.3,1.3,1.1,2005-04-30,1902,"Aqua","MODIS",46,285.6,8.9,77
"2019",32940,-39.217,-71.464,363.7,1.3,1.1,2005-04-30,1902,"Aqua","MODIS",100,289.8,149.5,77
"2020",32941,-39.22,-71.479,353.6,1.3,1.1,2005-04-30,1902,"Aqua","MODIS",97,289,109.3,77
"2021",32942,-39.207,-71.466,343.2,1.3,1.1,2005-04-30,1902,"Aqua","MODIS",93,290.7,76.1,77
"2022",32943,-39.21,-71.482,368.9,1.3,1.1,2005-04-30,1902,"Aqua","MODIS",100,295.5,173.8,77
"2023",33145,-39.034,-72.142,339.7,1.5,1.2,2005-05-06,1825,"Aqua","MODIS",92,284.2,79.3,67
"2024",33146,-39.036,-72.16,318.5,1.5,1.2,2005-05-06,1825,"Aqua","MODIS",79,283.7,32,61
"2025",33613,-39.422,-71.938,324.6,1,1,2005-07-22,554,"Aqua","MODIS",100,267.8,28.5,8
"2026",33617,-39.158,-72.575,302.5,1.1,1.1,2005-07-23,1838,"Aqua","MODIS",52,285.3,7.5,91
"2027",33666,-39.423,-71.942,311.5,1.5,1.2,2005-07-24,406,"Terra","MODIS",83,267,29.9,8
"2028",33670,-39.42,-71.941,318.5,1.1,1,2005-07-24,542,"Aqua","MODIS",97,266.8,25.6,8
